Gene stable ID,Gene stable ID version,Gene type
ENSG00000149257,ENSG00000149257.14,protein_coding
ENSG00000149054,ENSG00000149054.16,protein_coding
ENSG00000121481,ENSG00000121481.11,protein_coding
ENSG00000125531,ENSG00000125531.7,protein_coding
ENSG00000131069,ENSG00000131069.20,protein_coding
ENSG00000169359,ENSG00000169359.16,protein_coding
ENSG00000104998,ENSG00000104998.4,protein_coding
ENSG00000227322,ENSG00000227322.11,protein_coding
ENSG00000227268,ENSG00000227268.4,protein_coding
ENSG00000205937,ENSG00000205937.12,protein_coding
ENSG00000185247,ENSG00000185247.15,protein_coding
ENSG00000106665,ENSG00000106665.15,protein_coding
ENSG00000229544,ENSG00000229544.9,protein_coding
ENSG00000283434,ENSG00000283434.1,protein_coding
ENSG00000181396,ENSG00000181396.13,protein_coding
ENSG00000110944,ENSG00000110944.9,protein_coding
ENSG00000170790,ENSG00000170790.5,protein_coding
ENSG00000196730,ENSG00000196730.13,protein_coding
ENSG00000184867,ENSG00000184867.14,protein_coding
ENSG00000284952,ENSG00000284952.1,protein_coding
ENSG00000134308,ENSG00000134308.14,protein_coding
ENSG00000165527,ENSG00000165527.7,protein_coding
ENSG00000282147,ENSG00000282147.1,protein_coding
ENSG00000173467,ENSG00000173467.9,protein_coding
ENSG00000198074,ENSG00000198074.10,protein_coding
ENSG00000061676,ENSG00000061676.15,protein_coding
ENSG00000122678,ENSG00000122678.17,protein_coding
ENSG00000188295,ENSG00000188295.14,protein_coding
ENSG00000203485,ENSG00000203485.13,protein_coding
ENSG00000163655,ENSG00000163655.16,protein_coding
ENSG00000161381,ENSG00000161381.14,protein_coding
ENSG00000084774,ENSG00000084774.14,protein_coding
ENSG00000189319,ENSG00000189319.14,protein_coding
ENSG00000226614,ENSG00000226614.11,protein_coding
ENSG00000130021,ENSG00000130021.14,protein_coding
ENSG00000177300,ENSG00000177300.6,protein_coding
ENSG00000150093,ENSG00000150093.19,protein_coding
ENSG00000203791,ENSG00000203791.15,protein_coding
ENSG00000145908,ENSG00000145908.12,protein_coding
ENSG00000158106,ENSG00000158106.14,protein_coding
ENSG00000126226,ENSG00000126226.21,protein_coding
ENSG00000182287,ENSG00000182287.14,protein_coding
ENSG00000166454,ENSG00000166454.10,protein_coding
ENSG00000106565,ENSG00000106565.18,protein_coding
ENSG00000175787,ENSG00000175787.16,protein_coding
ENSG00000101846,ENSG00000101846.7,protein_coding
ENSG00000237693,ENSG00000237693.4,protein_coding
ENSG00000140905,ENSG00000140905.10,protein_coding
ENSG00000107262,ENSG00000107262.22,protein_coding
ENSG00000107902,ENSG00000107902.14,protein_coding
ENSG00000118503,ENSG00000118503.15,protein_coding
ENSG00000112414,ENSG00000112414.14,protein_coding
ENSG00000230413,ENSG00000230413.9,protein_coding
ENSG00000167461,ENSG00000167461.12,protein_coding
ENSG00000140986,ENSG00000140986.8,protein_coding
ENSG00000183795,ENSG00000183795.8,protein_coding
ENSG00000167637,ENSG00000167637.17,protein_coding
ENSG00000168928,ENSG00000168928.13,protein_coding
ENSG00000171862,ENSG00000171862.11,protein_coding
ENSG00000184985,ENSG00000184985.16,protein_coding
ENSG00000178927,ENSG00000178927.18,protein_coding
ENSG00000078699,ENSG00000078699.21,protein_coding
ENSG00000225635,ENSG00000225635.7,protein_coding
ENSG00000171448,ENSG00000171448.9,protein_coding
ENSG00000258539,ENSG00000258539.1,protein_coding
ENSG00000187867,ENSG00000187867.9,protein_coding
ENSG00000136003,ENSG00000136003.15,protein_coding
ENSG00000172232,ENSG00000172232.10,protein_coding
ENSG00000178597,ENSG00000178597.7,protein_coding
ENSG00000002933,ENSG00000002933.9,protein_coding
ENSG00000116754,ENSG00000116754.13,protein_coding
ENSG00000079931,ENSG00000079931.15,protein_coding
ENSG00000060237,ENSG00000060237.17,protein_coding
ENSG00000196684,ENSG00000196684.12,protein_coding
ENSG00000139350,ENSG00000139350.11,protein_coding
ENSG00000100151,ENSG00000100151.16,protein_coding
ENSG00000145734,ENSG00000145734.19,protein_coding
ENSG00000260643,ENSG00000260643.2,protein_coding
ENSG00000243612,ENSG00000243612.5,protein_coding
ENSG00000166451,ENSG00000166451.13,protein_coding
ENSG00000185104,ENSG00000185104.20,protein_coding
ENSG00000276163,ENSG00000276163.4,protein_coding
ENSG00000137403,ENSG00000137403.19,protein_coding
ENSG00000116350,ENSG00000116350.17,protein_coding
ENSG00000188394,ENSG00000188394.6,protein_coding
ENSG00000182759,ENSG00000182759.3,protein_coding
ENSG00000011454,ENSG00000011454.17,protein_coding
ENSG00000122711,ENSG00000122711.9,protein_coding
ENSG00000062038,ENSG00000062038.14,protein_coding
ENSG00000196418,ENSG00000196418.12,protein_coding
ENSG00000050820,ENSG00000050820.17,protein_coding
ENSG00000176222,ENSG00000176222.8,protein_coding
ENSG00000184785,ENSG00000184785.6,protein_coding
ENSG00000182798,ENSG00000182798.10,protein_coding
ENSG00000184599,ENSG00000184599.13,protein_coding
ENSG00000140386,ENSG00000140386.13,protein_coding
ENSG00000124459,ENSG00000124459.12,protein_coding
ENSG00000126010,ENSG00000126010.5,protein_coding
ENSG00000141854,ENSG00000141854.9,protein_coding
ENSG00000260802,ENSG00000260802.1,protein_coding
ENSG00000276452,ENSG00000276452.4,protein_coding
ENSG00000077935,ENSG00000077935.17,protein_coding
ENSG00000182809,ENSG00000182809.10,protein_coding
ENSG00000014164,ENSG00000014164.7,protein_coding
ENSG00000277111,ENSG00000277111.3,protein_coding
ENSG00000173660,ENSG00000173660.12,protein_coding
ENSG00000226417,ENSG00000226417.6,protein_coding
ENSG00000101441,ENSG00000101441.4,protein_coding
ENSG00000188032,ENSG00000188032.9,protein_coding
ENSG00000079950,ENSG00000079950.14,protein_coding
ENSG00000183160,ENSG00000183160.9,protein_coding
ENSG00000088854,ENSG00000088854.12,protein_coding
ENSG00000044524,ENSG00000044524.11,protein_coding
ENSG00000170373,ENSG00000170373.8,protein_coding
ENSG00000277858,ENSG00000277858.1,protein_coding
ENSG00000149150,ENSG00000149150.9,protein_coding
ENSG00000113732,ENSG00000113732.9,protein_coding
ENSG00000131067,ENSG00000131067.17,protein_coding
ENSG00000282379,ENSG00000282379.1,protein_coding
ENSG00000206355,ENSG00000206355.11,protein_coding
ENSG00000110876,ENSG00000110876.9,protein_coding
ENSG00000116005,ENSG00000116005.12,protein_coding
ENSG00000105655,ENSG00000105655.18,protein_coding
ENSG00000171116,ENSG00000171116.7,protein_coding
ENSG00000123584,ENSG00000123584.7,protein_coding
ENSG00000187554,ENSG00000187554.14,protein_coding
ENSG00000185339,ENSG00000185339.8,protein_coding
ENSG00000180902,ENSG00000180902.18,protein_coding
ENSG00000115008,ENSG00000115008.5,protein_coding
ENSG00000286221,ENSG00000286221.1,protein_coding
ENSG00000120318,ENSG00000120318.16,protein_coding
ENSG00000275246,ENSG00000275246.2,protein_coding
ENSG00000171533,ENSG00000171533.11,protein_coding
ENSG00000167674,ENSG00000167674.15,protein_coding
ENSG00000263715,ENSG00000263715.7,protein_coding
ENSG00000188716,ENSG00000188716.5,protein_coding
ENSG00000128408,ENSG00000128408.8,protein_coding
ENSG00000057608,ENSG00000057608.17,protein_coding
ENSG00000140990,ENSG00000140990.15,protein_coding
ENSG00000122543,ENSG00000122543.10,protein_coding
ENSG00000130305,ENSG00000130305.16,protein_coding
ENSG00000120088,ENSG00000120088.14,protein_coding
ENSG00000274437,ENSG00000274437.4,protein_coding
ENSG00000156509,ENSG00000156509.14,protein_coding
ENSG00000168925,ENSG00000168925.11,protein_coding
ENSG00000184719,ENSG00000184719.12,protein_coding
ENSG00000159905,ENSG00000159905.14,protein_coding
ENSG00000147669,ENSG00000147669.11,protein_coding
ENSG00000169418,ENSG00000169418.10,protein_coding
ENSG00000224320,ENSG00000224320.9,protein_coding
ENSG00000100029,ENSG00000100029.18,protein_coding
ENSG00000109063,ENSG00000109063.15,protein_coding
ENSG00000237110,ENSG00000237110.2,protein_coding
ENSG00000157240,ENSG00000157240.3,protein_coding
ENSG00000146385,ENSG00000146385.1,protein_coding
ENSG00000139842,ENSG00000139842.15,protein_coding
ENSG00000146383,ENSG00000146383.7,protein_coding
ENSG00000096872,ENSG00000096872.16,protein_coding
ENSG00000135569,ENSG00000135569.4,protein_coding
ENSG00000169282,ENSG00000169282.17,protein_coding
ENSG00000275837,ENSG00000275837.3,protein_coding
ENSG00000143502,ENSG00000143502.15,protein_coding
ENSG00000165935,ENSG00000165935.9,protein_coding
ENSG00000231823,ENSG00000231823.3,protein_coding
ENSG00000117543,ENSG00000117543.21,protein_coding
ENSG00000227471,ENSG00000227471.9,protein_coding
ENSG00000204022,ENSG00000204022.9,protein_coding
ENSG00000144647,ENSG00000144647.6,protein_coding
ENSG00000130511,ENSG00000130511.16,protein_coding
ENSG00000229493,ENSG00000229493.9,protein_coding
ENSG00000130950,ENSG00000130950.13,protein_coding
ENSG00000167676,ENSG00000167676.4,protein_coding
ENSG00000133026,ENSG00000133026.12,protein_coding
ENSG00000204920,ENSG00000204920.11,protein_coding
ENSG00000180574,ENSG00000180574.3,protein_coding
ENSG00000155026,ENSG00000155026.16,protein_coding
ENSG00000118434,ENSG00000118434.9,protein_coding
ENSG00000221869,ENSG00000221869.4,protein_coding
ENSG00000134809,ENSG00000134809.9,protein_coding
ENSG00000284512,ENSG00000284512.1,protein_coding
ENSG00000170369,ENSG00000170369.4,protein_coding
ENSG00000281950,ENSG00000281950.1,protein_coding
ENSG00000167193,ENSG00000167193.8,protein_coding
ENSG00000213977,ENSG00000213977.8,protein_coding
ENSG00000103121,ENSG00000103121.8,protein_coding
ENSG00000172331,ENSG00000172331.12,protein_coding
ENSG00000170367,ENSG00000170367.5,protein_coding
ENSG00000283526,ENSG00000283526.1,protein_coding
ENSG00000006015,ENSG00000006015.17,protein_coding
ENSG00000281385,ENSG00000281385.2,protein_coding
ENSG00000227333,ENSG00000227333.8,protein_coding
ENSG00000237333,ENSG00000237333.12,protein_coding
ENSG00000040531,ENSG00000040531.14,protein_coding
ENSG00000276184,ENSG00000276184.4,protein_coding
ENSG00000156009,ENSG00000156009.10,protein_coding
ENSG00000196262,ENSG00000196262.14,protein_coding
ENSG00000182333,ENSG00000182333.14,protein_coding
ENSG00000100483,ENSG00000100483.14,protein_coding
ENSG00000159882,ENSG00000159882.13,protein_coding
ENSG00000196415,ENSG00000196415.10,protein_coding
ENSG00000107643,ENSG00000107643.16,protein_coding
ENSG00000196526,ENSG00000196526.10,protein_coding
ENSG00000158258,ENSG00000158258.16,protein_coding
ENSG00000121486,ENSG00000121486.12,protein_coding
ENSG00000221983,ENSG00000221983.7,protein_coding
ENSG00000274791,ENSG00000274791.1,protein_coding
ENSG00000108352,ENSG00000108352.12,protein_coding
ENSG00000277322,ENSG00000277322.1,protein_coding
ENSG00000277150,ENSG00000277150.1,protein_coding
ENSG00000283321,ENSG00000283321.1,protein_coding
ENSG00000277745,ENSG00000277745.1,protein_coding
ENSG00000137055,ENSG00000137055.15,protein_coding
ENSG00000170561,ENSG00000170561.13,protein_coding
ENSG00000165660,ENSG00000165660.8,protein_coding
ENSG00000186517,ENSG00000186517.14,protein_coding
ENSG00000230685,ENSG00000230685.6,protein_coding
ENSG00000185973,ENSG00000185973.11,protein_coding
ENSG00000126337,ENSG00000126337.13,protein_coding
ENSG00000034677,ENSG00000034677.13,protein_coding
ENSG00000122674,ENSG00000122674.11,protein_coding
ENSG00000174938,ENSG00000174938.14,protein_coding
ENSG00000233670,ENSG00000233670.7,protein_coding
ENSG00000263429,ENSG00000263429.3,protein_coding
ENSG00000099725,ENSG00000099725.14,protein_coding
ENSG00000137394,ENSG00000137394.14,protein_coding
ENSG00000083454,ENSG00000083454.22,protein_coding
ENSG00000197561,ENSG00000197561.7,protein_coding
ENSG00000130812,ENSG00000130812.10,protein_coding
ENSG00000117481,ENSG00000117481.10,protein_coding
ENSG00000103356,ENSG00000103356.15,protein_coding
ENSG00000011198,ENSG00000011198.9,protein_coding
ENSG00000196912,ENSG00000196912.12,protein_coding
ENSG00000118432,ENSG00000118432.12,protein_coding
ENSG00000212747,ENSG00000212747.4,protein_coding
ENSG00000133028,ENSG00000133028.12,protein_coding
ENSG00000204099,ENSG00000204099.11,protein_coding
ENSG00000184434,ENSG00000184434.7,protein_coding
ENSG00000106546,ENSG00000106546.14,protein_coding
ENSG00000102699,ENSG00000102699.6,protein_coding
ENSG00000166455,ENSG00000166455.13,protein_coding
ENSG00000100227,ENSG00000100227.18,protein_coding
ENSG00000119707,ENSG00000119707.14,protein_coding
ENSG00000130813,ENSG00000130813.18,protein_coding
ENSG00000175029,ENSG00000175029.17,protein_coding
ENSG00000104450,ENSG00000104450.12,protein_coding
ENSG00000162714,ENSG00000162714.12,protein_coding
ENSG00000113070,ENSG00000113070.8,protein_coding
ENSG00000168939,ENSG00000168939.11,protein_coding
ENSG00000143839,ENSG00000143839.15,protein_coding
ENSG00000118680,ENSG00000118680.13,protein_coding
ENSG00000187824,ENSG00000187824.8,protein_coding
ENSG00000118197,ENSG00000118197.14,protein_coding
ENSG00000141858,ENSG00000141858.11,protein_coding
ENSG00000146755,ENSG00000146755.10,protein_coding
ENSG00000237918,ENSG00000237918.9,protein_coding
ENSG00000103353,ENSG00000103353.16,protein_coding
ENSG00000214872,ENSG00000214872.8,protein_coding
ENSG00000145839,ENSG00000145839.1,protein_coding
ENSG00000226634,ENSG00000226634.6,protein_coding
ENSG00000146378,ENSG00000146378.6,protein_coding
ENSG00000178222,ENSG00000178222.13,protein_coding
ENSG00000221818,ENSG00000221818.9,protein_coding
ENSG00000255419,ENSG00000255419.6,protein_coding
ENSG00000204021,ENSG00000204021.4,protein_coding
ENSG00000166391,ENSG00000166391.15,protein_coding
ENSG00000156587,ENSG00000156587.16,protein_coding
ENSG00000159788,ENSG00000159788.19,protein_coding
ENSG00000166579,ENSG00000166579.15,protein_coding
ENSG00000114850,ENSG00000114850.6,protein_coding
ENSG00000170222,ENSG00000170222.11,protein_coding
ENSG00000101608,ENSG00000101608.12,protein_coding
ENSG00000136943,ENSG00000136943.11,protein_coding
ENSG00000166448,ENSG00000166448.14,protein_coding
ENSG00000120705,ENSG00000120705.13,protein_coding
ENSG00000105696,ENSG00000105696.9,protein_coding
ENSG00000146399,ENSG00000146399.1,protein_coding
ENSG00000104518,ENSG00000104518.11,protein_coding
ENSG00000163788,ENSG00000163788.14,protein_coding
ENSG00000125538,ENSG00000125538.11,protein_coding
ENSG00000256762,ENSG00000256762.1,protein_coding
ENSG00000185294,ENSG00000185294.6,protein_coding
ENSG00000007129,ENSG00000007129.18,protein_coding
ENSG00000154252,ENSG00000154252.11,protein_coding
ENSG00000197021,ENSG00000197021.9,protein_coding
ENSG00000159387,ENSG00000159387.7,protein_coding
ENSG00000206235,ENSG00000206235.8,protein_coding
ENSG00000156671,ENSG00000156671.14,protein_coding
ENSG00000185758,ENSG00000185758.9,protein_coding
ENSG00000186868,ENSG00000186868.15,protein_coding
ENSG00000111196,ENSG00000111196.10,protein_coding
ENSG00000168564,ENSG00000168564.6,protein_coding
ENSG00000276021,ENSG00000276021.4,protein_coding
ENSG00000269713,ENSG00000269713.7,protein_coding
ENSG00000062282,ENSG00000062282.15,protein_coding
ENSG00000160746,ENSG00000160746.12,protein_coding
ENSG00000006016,ENSG00000006016.11,protein_coding
ENSG00000079393,ENSG00000079393.20,protein_coding
ENSG00000146122,ENSG00000146122.17,protein_coding
ENSG00000100034,ENSG00000100034.14,protein_coding
ENSG00000111700,ENSG00000111700.12,protein_coding
ENSG00000274332,ENSG00000274332.3,protein_coding
ENSG00000110880,ENSG00000110880.10,protein_coding
ENSG00000186493,ENSG00000186493.12,protein_coding
ENSG00000137384,ENSG00000137384.12,protein_coding
ENSG00000109756,ENSG00000109756.9,protein_coding
ENSG00000158077,ENSG00000158077.4,protein_coding
ENSG00000134438,ENSG00000134438.9,protein_coding
ENSG00000100038,ENSG00000100038.19,protein_coding
ENSG00000116668,ENSG00000116668.13,protein_coding
ENSG00000125733,ENSG00000125733.18,protein_coding
ENSG00000123080,ENSG00000123080.12,protein_coding
ENSG00000274726,ENSG00000274726.4,protein_coding
ENSG00000145708,ENSG00000145708.11,protein_coding
ENSG00000257046,ENSG00000257046.5,protein_coding
ENSG00000177453,ENSG00000177453.7,protein_coding
ENSG00000148110,ENSG00000148110.15,protein_coding
ENSG00000276464,ENSG00000276464.4,protein_coding
ENSG00000122545,ENSG00000122545.19,protein_coding
ENSG00000168556,ENSG00000168556.7,protein_coding
ENSG00000019995,ENSG00000019995.6,protein_coding
ENSG00000283463,ENSG00000283463.1,protein_coding
ENSG00000105173,ENSG00000105173.14,protein_coding
ENSG00000149435,ENSG00000149435.12,protein_coding
ENSG00000114268,ENSG00000114268.12,protein_coding
ENSG00000224859,ENSG00000224859.6,protein_coding
ENSG00000171217,ENSG00000171217.5,protein_coding
ENSG00000143217,ENSG00000143217.9,protein_coding
ENSG00000232541,ENSG00000232541.10,protein_coding
ENSG00000029639,ENSG00000029639.11,protein_coding
ENSG00000267796,ENSG00000267796.8,protein_coding
ENSG00000214513,ENSG00000214513.3,protein_coding
ENSG00000166569,ENSG00000166569.8,protein_coding
ENSG00000127774,ENSG00000127774.7,protein_coding
ENSG00000205754,ENSG00000205754.11,protein_coding
ENSG00000169684,ENSG00000169684.13,protein_coding
ENSG00000257950,ENSG00000257950.3,protein_coding
ENSG00000141977,ENSG00000141977.9,protein_coding
ENSG00000182583,ENSG00000182583.12,protein_coding
ENSG00000124615,ENSG00000124615.20,protein_coding
ENSG00000155890,ENSG00000155890.4,protein_coding
ENSG00000165617,ENSG00000165617.14,protein_coding
ENSG00000145826,ENSG00000145826.9,protein_coding
ENSG00000130957,ENSG00000130957.5,protein_coding
ENSG00000205155,ENSG00000205155.8,protein_coding
ENSG00000138686,ENSG00000138686.9,protein_coding
ENSG00000115221,ENSG00000115221.12,protein_coding
ENSG00000104763,ENSG00000104763.19,protein_coding
ENSG00000178395,ENSG00000178395.6,protein_coding
ENSG00000257062,ENSG00000257062.6,protein_coding
ENSG00000086065,ENSG00000086065.14,protein_coding
ENSG00000225967,ENSG00000225967.9,protein_coding
ENSG00000165140,ENSG00000165140.10,protein_coding
ENSG00000080644,ENSG00000080644.16,protein_coding
ENSG00000060140,ENSG00000060140.9,protein_coding
ENSG00000186767,ENSG00000186767.6,protein_coding
ENSG00000170748,ENSG00000170748.6,protein_coding
ENSG00000146426,ENSG00000146426.18,protein_coding
ENSG00000188223,ENSG00000188223.9,protein_coding
ENSG00000197766,ENSG00000197766.7,protein_coding
ENSG00000170581,ENSG00000170581.14,protein_coding
ENSG00000138061,ENSG00000138061.12,protein_coding
ENSG00000134538,ENSG00000134538.2,protein_coding
ENSG00000228727,ENSG00000228727.9,protein_coding
ENSG00000214456,ENSG00000214456.8,protein_coding
ENSG00000105726,ENSG00000105726.17,protein_coding
ENSG00000271079,ENSG00000271079.1,protein_coding
ENSG00000204006,ENSG00000204006.9,protein_coding
ENSG00000196553,ENSG00000196553.15,protein_coding
ENSG00000278742,ENSG00000278742.3,protein_coding
ENSG00000115841,ENSG00000115841.20,protein_coding
ENSG00000255152,ENSG00000255152.8,protein_coding
ENSG00000006757,ENSG00000006757.12,protein_coding
ENSG00000171401,ENSG00000171401.15,protein_coding
ENSG00000165209,ENSG00000165209.18,protein_coding
ENSG00000177291,ENSG00000177291.3,protein_coding
ENSG00000112299,ENSG00000112299.8,protein_coding
ENSG00000165078,ENSG00000165078.12,protein_coding
ENSG00000171236,ENSG00000171236.10,protein_coding
ENSG00000134020,ENSG00000134020.8,protein_coding
ENSG00000177283,ENSG00000177283.7,protein_coding
ENSG00000267385,ENSG00000267385.1,protein_coding
ENSG00000283528,ENSG00000283528.2,protein_coding
ENSG00000185100,ENSG00000185100.10,protein_coding
ENSG00000170379,ENSG00000170379.20,protein_coding
ENSG00000111880,ENSG00000111880.16,protein_coding
ENSG00000179388,ENSG00000179388.9,protein_coding
ENSG00000169429,ENSG00000169429.11,protein_coding
ENSG00000137275,ENSG00000137275.14,protein_coding
ENSG00000275748,ENSG00000275748.4,protein_coding
ENSG00000177519,ENSG00000177519.4,protein_coding
ENSG00000085760,ENSG00000085760.14,protein_coding
ENSG00000008853,ENSG00000008853.16,protein_coding
ENSG00000143977,ENSG00000143977.14,protein_coding
ENSG00000176022,ENSG00000176022.7,protein_coding
ENSG00000133895,ENSG00000133895.14,protein_coding
ENSG00000163659,ENSG00000163659.13,protein_coding
ENSG00000184163,ENSG00000184163.3,protein_coding
ENSG00000163810,ENSG00000163810.11,protein_coding
ENSG00000204449,ENSG00000204449.3,protein_coding
ENSG00000144061,ENSG00000144061.12,protein_coding
ENSG00000077942,ENSG00000077942.19,protein_coding
ENSG00000100591,ENSG00000100591.8,protein_coding
ENSG00000230031,ENSG00000230031.10,protein_coding
ENSG00000129625,ENSG00000129625.13,protein_coding
ENSG00000135999,ENSG00000135999.12,protein_coding
ENSG00000171723,ENSG00000171723.15,protein_coding
ENSG00000100156,ENSG00000100156.10,protein_coding
ENSG00000186026,ENSG00000186026.7,protein_coding
ENSG00000047849,ENSG00000047849.21,protein_coding
ENSG00000173171,ENSG00000173171.14,protein_coding
ENSG00000178386,ENSG00000178386.13,protein_coding
ENSG00000140519,ENSG00000140519.14,protein_coding
ENSG00000100243,ENSG00000100243.21,protein_coding
ENSG00000204410,ENSG00000204410.15,protein_coding
ENSG00000115750,ENSG00000115750.17,protein_coding
ENSG00000084070,ENSG00000084070.12,protein_coding
ENSG00000114120,ENSG00000114120.12,protein_coding
ENSG00000072062,ENSG00000072062.13,protein_coding
ENSG00000159885,ENSG00000159885.14,protein_coding
ENSG00000104067,ENSG00000104067.16,protein_coding
ENSG00000177504,ENSG00000177504.10,protein_coding
ENSG00000162755,ENSG00000162755.14,protein_coding
ENSG00000128298,ENSG00000128298.17,protein_coding
ENSG00000275196,ENSG00000275196.1,protein_coding
ENSG00000267022,ENSG00000267022.1,protein_coding
ENSG00000162687,ENSG00000162687.17,protein_coding
ENSG00000169231,ENSG00000169231.13,protein_coding
ENSG00000175325,ENSG00000175325.2,protein_coding
ENSG00000084112,ENSG00000084112.15,protein_coding
ENSG00000077800,ENSG00000077800.13,protein_coding
ENSG00000198231,ENSG00000198231.13,protein_coding
ENSG00000100888,ENSG00000100888.13,protein_coding
ENSG00000258864,ENSG00000258864.1,protein_coding
ENSG00000151445,ENSG00000151445.16,protein_coding
ENSG00000170549,ENSG00000170549.4,protein_coding
ENSG00000236802,ENSG00000236802.4,protein_coding
ENSG00000175591,ENSG00000175591.11,protein_coding
ENSG00000203697,ENSG00000203697.11,protein_coding
ENSG00000120889,ENSG00000120889.13,protein_coding
ENSG00000134982,ENSG00000134982.17,protein_coding
ENSG00000278279,ENSG00000278279.4,protein_coding
ENSG00000183801,ENSG00000183801.8,protein_coding
ENSG00000076826,ENSG00000076826.9,protein_coding
ENSG00000182552,ENSG00000182552.15,protein_coding
ENSG00000035681,ENSG00000035681.9,protein_coding
ENSG00000205642,ENSG00000205642.10,protein_coding
ENSG00000172830,ENSG00000172830.13,protein_coding
ENSG00000039068,ENSG00000039068.19,protein_coding
ENSG00000116353,ENSG00000116353.15,protein_coding
ENSG00000166387,ENSG00000166387.13,protein_coding
ENSG00000100485,ENSG00000100485.12,protein_coding
ENSG00000204020,ENSG00000204020.5,protein_coding
ENSG00000145040,ENSG00000145040.4,protein_coding
ENSG00000175093,ENSG00000175093.5,protein_coding
ENSG00000163273,ENSG00000163273.4,protein_coding
ENSG00000281287,ENSG00000281287.1,protein_coding
ENSG00000170498,ENSG00000170498.9,protein_coding
ENSG00000203760,ENSG00000203760.8,protein_coding
ENSG00000173239,ENSG00000173239.13,protein_coding
ENSG00000275744,ENSG00000275744.4,protein_coding
ENSG00000002330,ENSG00000002330.13,protein_coding
ENSG00000249222,ENSG00000249222.1,protein_coding
ENSG00000146374,ENSG00000146374.14,protein_coding
ENSG00000152766,ENSG00000152766.6,protein_coding
ENSG00000276979,ENSG00000276979.5,protein_coding
ENSG00000167258,ENSG00000167258.14,protein_coding
ENSG00000174567,ENSG00000174567.8,protein_coding
ENSG00000123219,ENSG00000123219.13,protein_coding
ENSG00000259112,ENSG00000259112.2,protein_coding
ENSG00000186106,ENSG00000186106.11,protein_coding
ENSG00000173264,ENSG00000173264.14,protein_coding
ENSG00000136490,ENSG00000136490.9,protein_coding
ENSG00000151365,ENSG00000151365.2,protein_coding
ENSG00000169906,ENSG00000169906.5,protein_coding
ENSG00000115020,ENSG00000115020.17,protein_coding
ENSG00000158793,ENSG00000158793.14,protein_coding
ENSG00000107263,ENSG00000107263.18,protein_coding
ENSG00000047230,ENSG00000047230.15,protein_coding
ENSG00000046889,ENSG00000046889.19,protein_coding
ENSG00000151366,ENSG00000151366.13,protein_coding
ENSG00000175115,ENSG00000175115.12,protein_coding
ENSG00000120802,ENSG00000120802.13,protein_coding
ENSG00000197980,ENSG00000197980.13,protein_coding
ENSG00000159261,ENSG00000159261.12,protein_coding
ENSG00000151364,ENSG00000151364.17,protein_coding
ENSG00000105011,ENSG00000105011.9,protein_coding
ENSG00000172534,ENSG00000172534.14,protein_coding
ENSG00000112246,ENSG00000112246.9,protein_coding
ENSG00000198626,ENSG00000198626.17,protein_coding
ENSG00000198909,ENSG00000198909.7,protein_coding
ENSG00000232948,ENSG00000232948.1,protein_coding
ENSG00000164463,ENSG00000164463.12,protein_coding
ENSG00000153037,ENSG00000153037.14,protein_coding
ENSG00000035141,ENSG00000035141.8,protein_coding
ENSG00000277015,ENSG00000277015.4,protein_coding
ENSG00000122547,ENSG00000122547.11,protein_coding
ENSG00000118200,ENSG00000118200.14,protein_coding
ENSG00000102882,ENSG00000102882.12,protein_coding
ENSG00000144580,ENSG00000144580.13,protein_coding
ENSG00000143256,ENSG00000143256.5,protein_coding
ENSG00000187191,ENSG00000187191.14,protein_coding
ENSG00000166351,ENSG00000166351.10,protein_coding
ENSG00000127989,ENSG00000127989.13,protein_coding
ENSG00000158796,ENSG00000158796.17,protein_coding
ENSG00000119522,ENSG00000119522.16,protein_coding
ENSG00000129810,ENSG00000129810.15,protein_coding
ENSG00000274739,ENSG00000274739.1,protein_coding
ENSG00000274143,ENSG00000274143.1,protein_coding
ENSG00000108576,ENSG00000108576.10,protein_coding
ENSG00000187801,ENSG00000187801.15,protein_coding
ENSG00000135940,ENSG00000135940.6,protein_coding
ENSG00000196715,ENSG00000196715.7,protein_coding
ENSG00000261972,ENSG00000261972.5,protein_coding
ENSG00000128805,ENSG00000128805.14,protein_coding
ENSG00000137947,ENSG00000137947.12,protein_coding
ENSG00000137313,ENSG00000137313.15,protein_coding
ENSG00000213079,ENSG00000213079.9,protein_coding
ENSG00000118454,ENSG00000118454.13,protein_coding
ENSG00000110887,ENSG00000110887.8,protein_coding
ENSG00000275434,ENSG00000275434.5,protein_coding
ENSG00000141540,ENSG00000141540.11,protein_coding
ENSG00000240972,ENSG00000240972.2,protein_coding
ENSG00000114166,ENSG00000114166.8,protein_coding
ENSG00000213780,ENSG00000213780.11,protein_coding
ENSG00000198855,ENSG00000198855.7,protein_coding
ENSG00000176261,ENSG00000176261.15,protein_coding
ENSG00000254553,ENSG00000254553.1,protein_coding
ENSG00000281618,ENSG00000281618.1,protein_coding
ENSG00000011275,ENSG00000011275.18,protein_coding
ENSG00000160439,ENSG00000160439.16,protein_coding
ENSG00000153048,ENSG00000153048.11,protein_coding
ENSG00000002586,ENSG00000002586.20,protein_coding
ENSG00000163006,ENSG00000163006.12,protein_coding
ENSG00000204435,ENSG00000204435.13,protein_coding
ENSG00000224586,ENSG00000224586.6,protein_coding
ENSG00000205363,ENSG00000205363.5,protein_coding
ENSG00000184584,ENSG00000184584.13,protein_coding
