Gene stable ID,Gene stable ID version,Gene type
ENSG00000178685,ENSG00000178685.14,protein_coding
ENSG00000274410,ENSG00000274410.5,protein_coding
ENSG00000174945,ENSG00000174945.13,protein_coding
ENSG00000055208,ENSG00000055208.19,protein_coding
ENSG00000286131,ENSG00000286131.1,protein_coding
ENSG00000166188,ENSG00000166188.2,protein_coding
ENSG00000148229,ENSG00000148229.13,protein_coding
ENSG00000196873,ENSG00000196873.15,protein_coding
ENSG00000130766,ENSG00000130766.5,protein_coding
ENSG00000278503,ENSG00000278503.1,protein_coding
ENSG00000157653,ENSG00000157653.11,protein_coding
ENSG00000274232,ENSG00000274232.4,protein_coding
ENSG00000117143,ENSG00000117143.13,protein_coding
ENSG00000157168,ENSG00000157168.20,protein_coding
ENSG00000130772,ENSG00000130772.14,protein_coding
ENSG00000284917,ENSG00000284917.1,protein_coding
ENSG00000177688,ENSG00000177688.6,protein_coding
ENSG00000274036,ENSG00000274036.5,protein_coding
ENSG00000180817,ENSG00000180817.12,protein_coding
ENSG00000185963,ENSG00000185963.14,protein_coding
ENSG00000104870,ENSG00000104870.12,protein_coding
ENSG00000107485,ENSG00000107485.18,protein_coding
ENSG00000114867,ENSG00000114867.20,protein_coding
ENSG00000140416,ENSG00000140416.21,protein_coding
ENSG00000077152,ENSG00000077152.11,protein_coding
ENSG00000178719,ENSG00000178719.17,protein_coding
ENSG00000148734,ENSG00000148734.7,protein_coding
ENSG00000137106,ENSG00000137106.18,protein_coding
ENSG00000172731,ENSG00000172731.14,protein_coding
ENSG00000186583,ENSG00000186583.11,protein_coding
ENSG00000276262,ENSG00000276262.2,protein_coding
ENSG00000249242,ENSG00000249242.8,protein_coding
ENSG00000127081,ENSG00000127081.14,protein_coding
ENSG00000160293,ENSG00000160293.17,protein_coding
ENSG00000148730,ENSG00000148730.7,protein_coding
ENSG00000156675,ENSG00000156675.15,protein_coding
ENSG00000156574,ENSG00000156574.9,protein_coding
ENSG00000165934,ENSG00000165934.12,protein_coding
ENSG00000256053,ENSG00000256053.7,protein_coding
ENSG00000107719,ENSG00000107719.9,protein_coding
ENSG00000115275,ENSG00000115275.13,protein_coding
ENSG00000180644,ENSG00000180644.8,protein_coding
ENSG00000065802,ENSG00000065802.12,protein_coding
ENSG00000256500,ENSG00000256500.5,protein_coding
ENSG00000277641,ENSG00000277641.2,protein_coding
ENSG00000115282,ENSG00000115282.19,protein_coding
ENSG00000138316,ENSG00000138316.11,protein_coding
ENSG00000126215,ENSG00000126215.14,protein_coding
ENSG00000076201,ENSG00000076201.15,protein_coding
ENSG00000235106,ENSG00000235106.10,protein_coding
ENSG00000277181,ENSG00000277181.4,protein_coding
ENSG00000130561,ENSG00000130561.17,protein_coding
ENSG00000169925,ENSG00000169925.16,protein_coding
ENSG00000204822,ENSG00000204822.7,protein_coding
ENSG00000114395,ENSG00000114395.10,protein_coding
ENSG00000135637,ENSG00000135637.13,protein_coding
ENSG00000117625,ENSG00000117625.13,protein_coding
ENSG00000114388,ENSG00000114388.13,protein_coding
ENSG00000223531,ENSG00000223531.9,protein_coding
ENSG00000111665,ENSG00000111665.11,protein_coding
ENSG00000204669,ENSG00000204669.10,protein_coding
ENSG00000236399,ENSG00000236399.7,protein_coding
ENSG00000111664,ENSG00000111664.10,protein_coding
ENSG00000104371,ENSG00000104371.5,protein_coding
ENSG00000101883,ENSG00000101883.4,protein_coding
ENSG00000104205,ENSG00000104205.15,protein_coding
ENSG00000203989,ENSG00000203989.4,protein_coding
ENSG00000166220,ENSG00000166220.12,protein_coding
ENSG00000188846,ENSG00000188846.13,protein_coding
ENSG00000131721,ENSG00000131721.5,protein_coding
ENSG00000095637,ENSG00000095637.22,protein_coding
ENSG00000198015,ENSG00000198015.13,protein_coding
ENSG00000229381,ENSG00000229381.8,protein_coding
ENSG00000166224,ENSG00000166224.16,protein_coding
ENSG00000103199,ENSG00000103199.13,protein_coding
ENSG00000147649,ENSG00000147649.10,protein_coding
ENSG00000141096,ENSG00000141096.5,protein_coding
ENSG00000166246,ENSG00000166246.14,protein_coding
ENSG00000235905,ENSG00000235905.8,protein_coding
ENSG00000166228,ENSG00000166228.9,protein_coding
ENSG00000104341,ENSG00000104341.16,protein_coding
ENSG00000126838,ENSG00000126838.10,protein_coding
ENSG00000168096,ENSG00000168096.14,protein_coding
ENSG00000182218,ENSG00000182218.9,protein_coding
ENSG00000082512,ENSG00000082512.15,protein_coding
ENSG00000115685,ENSG00000115685.15,protein_coding
ENSG00000120833,ENSG00000120833.14,protein_coding
ENSG00000233608,ENSG00000233608.4,protein_coding
ENSG00000222047,ENSG00000222047.8,protein_coding
ENSG00000099331,ENSG00000099331.13,protein_coding
ENSG00000122861,ENSG00000122861.16,protein_coding
ENSG00000188778,ENSG00000188778.6,protein_coding
ENSG00000285880,ENSG00000285880.1,protein_coding
ENSG00000169154,ENSG00000169154.7,protein_coding
ENSG00000077420,ENSG00000077420.16,protein_coding
ENSG00000107731,ENSG00000107731.12,protein_coding
ENSG00000168795,ENSG00000168795.5,protein_coding
ENSG00000187840,ENSG00000187840.5,protein_coding
ENSG00000169372,ENSG00000169372.13,protein_coding
ENSG00000036530,ENSG00000036530.8,protein_coding
ENSG00000148175,ENSG00000148175.12,protein_coding
ENSG00000177485,ENSG00000177485.7,protein_coding
ENSG00000138152,ENSG00000138152.8,protein_coding
ENSG00000181577,ENSG00000181577.16,protein_coding
ENSG00000177842,ENSG00000177842.12,protein_coding
ENSG00000274580,ENSG00000274580.4,protein_coding
ENSG00000177873,ENSG00000177873.13,protein_coding
ENSG00000179528,ENSG00000179528.16,protein_coding
ENSG00000103035,ENSG00000103035.11,protein_coding
ENSG00000138835,ENSG00000138835.22,protein_coding
ENSG00000067704,ENSG00000067704.10,protein_coding
ENSG00000256525,ENSG00000256525.7,protein_coding
ENSG00000137216,ENSG00000137216.19,protein_coding
ENSG00000133104,ENSG00000133104.14,protein_coding
ENSG00000180992,ENSG00000180992.7,protein_coding
ENSG00000115687,ENSG00000115687.13,protein_coding
ENSG00000231641,ENSG00000231641.9,protein_coding
ENSG00000135451,ENSG00000135451.13,protein_coding
ENSG00000116819,ENSG00000116819.8,protein_coding
ENSG00000274047,ENSG00000274047.4,protein_coding
ENSG00000125355,ENSG00000125355.15,protein_coding
ENSG00000118007,ENSG00000118007.13,protein_coding
ENSG00000065970,ENSG00000065970.9,protein_coding
ENSG00000149179,ENSG00000149179.13,protein_coding
ENSG00000196335,ENSG00000196335.13,protein_coding
ENSG00000135406,ENSG00000135406.14,protein_coding
ENSG00000263201,ENSG00000263201.1,protein_coding
ENSG00000167261,ENSG00000167261.14,protein_coding
ENSG00000187240,ENSG00000187240.16,protein_coding
ENSG00000182810,ENSG00000182810.6,protein_coding
ENSG00000185009,ENSG00000185009.12,protein_coding
ENSG00000149182,ENSG00000149182.15,protein_coding
ENSG00000167264,ENSG00000167264.18,protein_coding
ENSG00000111642,ENSG00000111642.15,protein_coding
ENSG00000114054,ENSG00000114054.14,protein_coding
ENSG00000145191,ENSG00000145191.15,protein_coding
ENSG00000197102,ENSG00000197102.12,protein_coding
ENSG00000035403,ENSG00000035403.17,protein_coding
ENSG00000198246,ENSG00000198246.9,protein_coding
ENSG00000115289,ENSG00000115289.14,protein_coding
ENSG00000126067,ENSG00000126067.12,protein_coding
ENSG00000142686,ENSG00000142686.8,protein_coding
ENSG00000115297,ENSG00000115297.11,protein_coding
ENSG00000101892,ENSG00000101892.12,protein_coding
ENSG00000198570,ENSG00000198570.5,protein_coding
ENSG00000170385,ENSG00000170385.10,protein_coding
ENSG00000225201,ENSG00000225201.6,protein_coding
ENSG00000235233,ENSG00000235233.9,protein_coding
ENSG00000132561,ENSG00000132561.14,protein_coding
ENSG00000144045,ENSG00000144045.14,protein_coding
ENSG00000137200,ENSG00000137200.13,protein_coding
ENSG00000103067,ENSG00000103067.13,protein_coding
ENSG00000053501,ENSG00000053501.13,protein_coding
ENSG00000161202,ENSG00000161202.20,protein_coding
ENSG00000137225,ENSG00000137225.13,protein_coding
ENSG00000072736,ENSG00000072736.19,protein_coding
ENSG00000079102,ENSG00000079102.16,protein_coding
ENSG00000005893,ENSG00000005893.15,protein_coding
ENSG00000196363,ENSG00000196363.9,protein_coding
ENSG00000156482,ENSG00000156482.11,protein_coding
ENSG00000197889,ENSG00000197889.10,protein_coding
ENSG00000147202,ENSG00000147202.18,protein_coding
ENSG00000276045,ENSG00000276045.3,protein_coding
ENSG00000139714,ENSG00000139714.12,protein_coding
ENSG00000137054,ENSG00000137054.16,protein_coding
ENSG00000262179,ENSG00000262179.2,protein_coding
ENSG00000178814,ENSG00000178814.17,protein_coding
ENSG00000233564,ENSG00000233564.10,protein_coding
ENSG00000228581,ENSG00000228581.9,protein_coding
ENSG00000118873,ENSG00000118873.16,protein_coding
ENSG00000139725,ENSG00000139725.8,protein_coding
ENSG00000157036,ENSG00000157036.13,protein_coding
ENSG00000092054,ENSG00000092054.13,protein_coding
ENSG00000275156,ENSG00000275156.4,protein_coding
ENSG00000186350,ENSG00000186350.11,protein_coding
ENSG00000204086,ENSG00000204086.4,protein_coding
ENSG00000204138,ENSG00000204138.13,protein_coding
ENSG00000178896,ENSG00000178896.9,protein_coding
ENSG00000108255,ENSG00000108255.7,protein_coding
ENSG00000156110,ENSG00000156110.13,protein_coding
ENSG00000188735,ENSG00000188735.13,protein_coding
ENSG00000186283,ENSG00000186283.14,protein_coding
ENSG00000114439,ENSG00000114439.19,protein_coding
ENSG00000171860,ENSG00000171860.4,protein_coding
ENSG00000198286,ENSG00000198286.9,protein_coding
ENSG00000168748,ENSG00000168748.14,protein_coding
ENSG00000115325,ENSG00000115325.13,protein_coding
ENSG00000136040,ENSG00000136040.9,protein_coding
ENSG00000139718,ENSG00000139718.10,protein_coding
ENSG00000159593,ENSG00000159593.15,protein_coding
ENSG00000115307,ENSG00000115307.17,protein_coding
ENSG00000136848,ENSG00000136848.17,protein_coding
ENSG00000158669,ENSG00000158669.11,protein_coding
ENSG00000158104,ENSG00000158104.11,protein_coding
ENSG00000078668,ENSG00000078668.14,protein_coding
ENSG00000117650,ENSG00000117650.13,protein_coding
ENSG00000115317,ENSG00000115317.11,protein_coding
ENSG00000173588,ENSG00000173588.14,protein_coding
ENSG00000147533,ENSG00000147533.16,protein_coding
ENSG00000124151,ENSG00000124151.19,protein_coding
ENSG00000115318,ENSG00000115318.12,protein_coding
ENSG00000177459,ENSG00000177459.11,protein_coding
ENSG00000110801,ENSG00000110801.13,protein_coding
ENSG00000135828,ENSG00000135828.11,protein_coding
ENSG00000147536,ENSG00000147536.12,protein_coding
ENSG00000170248,ENSG00000170248.15,protein_coding
ENSG00000132541,ENSG00000132541.11,protein_coding
ENSG00000107679,ENSG00000107679.14,protein_coding
ENSG00000119125,ENSG00000119125.16,protein_coding
ENSG00000164068,ENSG00000164068.16,protein_coding
ENSG00000186897,ENSG00000186897.5,protein_coding
ENSG00000158023,ENSG00000158023.10,protein_coding
ENSG00000281151,ENSG00000281151.2,protein_coding
ENSG00000122585,ENSG00000122585.8,protein_coding
ENSG00000104356,ENSG00000104356.11,protein_coding
ENSG00000196562,ENSG00000196562.14,protein_coding
ENSG00000166033,ENSG00000166033.13,protein_coding
ENSG00000099330,ENSG00000099330.9,protein_coding
ENSG00000256950,ENSG00000256950.2,protein_coding
ENSG00000178401,ENSG00000178401.16,protein_coding
ENSG00000110987,ENSG00000110987.8,protein_coding
ENSG00000137133,ENSG00000137133.11,protein_coding
ENSG00000197858,ENSG00000197858.11,protein_coding
ENSG00000204930,ENSG00000204930.9,protein_coding
ENSG00000175727,ENSG00000175727.14,protein_coding
ENSG00000116141,ENSG00000116141.15,protein_coding
ENSG00000101158,ENSG00000101158.14,protein_coding
ENSG00000254636,ENSG00000254636.1,protein_coding
ENSG00000137103,ENSG00000137103.20,protein_coding
ENSG00000057704,ENSG00000057704.13,protein_coding
ENSG00000148459,ENSG00000148459.16,protein_coding
ENSG00000184752,ENSG00000184752.13,protein_coding
ENSG00000204671,ENSG00000204671.1,protein_coding
ENSG00000285645,ENSG00000285645.1,protein_coding
ENSG00000158113,ENSG00000158113.13,protein_coding
ENSG00000176020,ENSG00000176020.8,protein_coding
ENSG00000231372,ENSG00000231372.8,protein_coding
ENSG00000173540,ENSG00000173540.12,protein_coding
ENSG00000148444,ENSG00000148444.16,protein_coding
ENSG00000136754,ENSG00000136754.17,protein_coding
ENSG00000165626,ENSG00000165626.17,protein_coding
ENSG00000175764,ENSG00000175764.14,protein_coding
ENSG00000156735,ENSG00000156735.11,protein_coding
ENSG00000130635,ENSG00000130635.15,protein_coding
ENSG00000129691,ENSG00000129691.15,protein_coding
ENSG00000119421,ENSG00000119421.7,protein_coding
ENSG00000092853,ENSG00000092853.14,protein_coding
ENSG00000104361,ENSG00000104361.10,protein_coding
ENSG00000157657,ENSG00000157657.14,protein_coding
ENSG00000158092,ENSG00000158092.7,protein_coding
ENSG00000180198,ENSG00000180198.16,protein_coding
ENSG00000162817,ENSG00000162817.7,protein_coding
ENSG00000184047,ENSG00000184047.19,protein_coding
ENSG00000269897,ENSG00000269897.5,protein_coding
ENSG00000174564,ENSG00000174564.13,protein_coding
ENSG00000185681,ENSG00000185681.13,protein_coding
ENSG00000175324,ENSG00000175324.10,protein_coding
ENSG00000123684,ENSG00000123684.13,protein_coding
ENSG00000273984,ENSG00000273984.4,protein_coding
ENSG00000168917,ENSG00000168917.9,protein_coding
ENSG00000117791,ENSG00000117791.16,protein_coding
ENSG00000168283,ENSG00000168283.14,protein_coding
ENSG00000147465,ENSG00000147465.11,protein_coding
ENSG00000106927,ENSG00000106927.12,protein_coding
ENSG00000179091,ENSG00000179091.5,protein_coding
ENSG00000286231,ENSG00000286231.1,protein_coding
ENSG00000120798,ENSG00000120798.17,protein_coding
ENSG00000186205,ENSG00000186205.13,protein_coding
ENSG00000160339,ENSG00000160339.16,protein_coding
ENSG00000136630,ENSG00000136630.13,protein_coding
ENSG00000111424,ENSG00000111424.10,protein_coding
ENSG00000187559,ENSG00000187559.5,protein_coding
ENSG00000068024,ENSG00000068024.16,protein_coding
ENSG00000108256,ENSG00000108256.9,protein_coding
ENSG00000256861,ENSG00000256861.1,protein_coding
ENSG00000284934,ENSG00000284934.1,protein_coding
ENSG00000198937,ENSG00000198937.9,protein_coding
ENSG00000139719,ENSG00000139719.10,protein_coding
ENSG00000143333,ENSG00000143333.7,protein_coding
ENSG00000154330,ENSG00000154330.13,protein_coding
ENSG00000168875,ENSG00000168875.2,protein_coding
ENSG00000176383,ENSG00000176383.9,protein_coding
ENSG00000180263,ENSG00000180263.14,protein_coding
ENSG00000146555,ENSG00000146555.19,protein_coding
ENSG00000285238,ENSG00000285238.2,protein_coding
ENSG00000111641,ENSG00000111641.11,protein_coding
ENSG00000107372,ENSG00000107372.13,protein_coding
ENSG00000076258,ENSG00000076258.10,protein_coding
ENSG00000130779,ENSG00000130779.20,protein_coding
ENSG00000159753,ENSG00000159753.14,protein_coding
ENSG00000107736,ENSG00000107736.20,protein_coding
ENSG00000276613,ENSG00000276613.4,protein_coding
ENSG00000066405,ENSG00000066405.13,protein_coding
ENSG00000160551,ENSG00000160551.11,protein_coding
ENSG00000172888,ENSG00000172888.12,protein_coding
ENSG00000102977,ENSG00000102977.16,protein_coding
ENSG00000158163,ENSG00000158163.15,protein_coding
ENSG00000135824,ENSG00000135824.12,protein_coding
ENSG00000085265,ENSG00000085265.11,protein_coding
ENSG00000118017,ENSG00000118017.3,protein_coding
ENSG00000176438,ENSG00000176438.12,protein_coding
ENSG00000138231,ENSG00000138231.12,protein_coding
ENSG00000226850,ENSG00000226850.2,protein_coding
ENSG00000179632,ENSG00000179632.10,protein_coding
ENSG00000238238,ENSG00000238238.2,protein_coding
ENSG00000143322,ENSG00000143322.21,protein_coding
ENSG00000168575,ENSG00000168575.10,protein_coding
ENSG00000225859,ENSG00000225859.10,protein_coding
ENSG00000028203,ENSG00000028203.18,protein_coding
ENSG00000179526,ENSG00000179526.17,protein_coding
ENSG00000176209,ENSG00000176209.11,protein_coding
ENSG00000107738,ENSG00000107738.20,protein_coding
ENSG00000179698,ENSG00000179698.13,protein_coding
ENSG00000214688,ENSG00000214688.6,protein_coding
ENSG00000033030,ENSG00000033030.13,protein_coding
ENSG00000136883,ENSG00000136883.14,protein_coding
ENSG00000059573,ENSG00000059573.9,protein_coding
ENSG00000111011,ENSG00000111011.18,protein_coding
ENSG00000130558,ENSG00000130558.19,protein_coding
ENSG00000205133,ENSG00000205133.11,protein_coding
ENSG00000111796,ENSG00000111796.3,protein_coding
ENSG00000112139,ENSG00000112139.16,protein_coding
ENSG00000119977,ENSG00000119977.21,protein_coding
ENSG00000184445,ENSG00000184445.12,protein_coding
ENSG00000276799,ENSG00000276799.2,protein_coding
ENSG00000135838,ENSG00000135838.13,protein_coding
ENSG00000281300,ENSG00000281300.1,protein_coding
ENSG00000196422,ENSG00000196422.11,protein_coding
ENSG00000160345,ENSG00000160345.13,protein_coding
ENSG00000122140,ENSG00000122140.11,protein_coding
ENSG00000147432,ENSG00000147432.6,protein_coding
ENSG00000235173,ENSG00000235173.7,protein_coding
ENSG00000182782,ENSG00000182782.7,protein_coding
ENSG00000255398,ENSG00000255398.2,protein_coding
ENSG00000147434,ENSG00000147434.8,protein_coding
ENSG00000143476,ENSG00000143476.18,protein_coding
ENSG00000196917,ENSG00000196917.5,protein_coding
ENSG00000276016,ENSG00000276016.4,protein_coding
ENSG00000256966,ENSG00000256966.6,protein_coding
ENSG00000139726,ENSG00000139726.11,protein_coding
ENSG00000070601,ENSG00000070601.10,protein_coding
ENSG00000155980,ENSG00000155980.12,protein_coding
ENSG00000135829,ENSG00000135829.17,protein_coding
ENSG00000143493,ENSG00000143493.13,protein_coding
ENSG00000255872,ENSG00000255872.3,protein_coding
ENSG00000130783,ENSG00000130783.13,protein_coding
ENSG00000107371,ENSG00000107371.13,protein_coding
ENSG00000122696,ENSG00000122696.14,protein_coding
ENSG00000122741,ENSG00000122741.16,protein_coding
ENSG00000160349,ENSG00000160349.9,protein_coding
ENSG00000147912,ENSG00000147912.13,protein_coding
ENSG00000130787,ENSG00000130787.14,protein_coding
ENSG00000131931,ENSG00000131931.8,protein_coding
ENSG00000165275,ENSG00000165275.10,protein_coding
ENSG00000166908,ENSG00000166908.18,protein_coding
ENSG00000114098,ENSG00000114098.17,protein_coding
ENSG00000175768,ENSG00000175768.13,protein_coding
ENSG00000139722,ENSG00000139722.7,protein_coding
ENSG00000120925,ENSG00000120925.16,protein_coding
ENSG00000107338,ENSG00000107338.10,protein_coding
ENSG00000196739,ENSG00000196739.15,protein_coding
ENSG00000126653,ENSG00000126653.18,protein_coding
ENSG00000152463,ENSG00000152463.14,protein_coding
ENSG00000168522,ENSG00000168522.13,protein_coding
ENSG00000278501,ENSG00000278501.2,protein_coding
ENSG00000102996,ENSG00000102996.5,protein_coding
ENSG00000168172,ENSG00000168172.9,protein_coding
ENSG00000108262,ENSG00000108262.15,protein_coding
ENSG00000188649,ENSG00000188649.14,protein_coding
ENSG00000254673,ENSG00000254673.1,protein_coding
ENSG00000134291,ENSG00000134291.12,protein_coding
ENSG00000162733,ENSG00000162733.18,protein_coding
ENSG00000165091,ENSG00000165091.17,protein_coding
ENSG00000273992,ENSG00000273992.4,protein_coding
ENSG00000270099,ENSG00000270099.1,protein_coding
ENSG00000138185,ENSG00000138185.20,protein_coding
ENSG00000164342,ENSG00000164342.12,protein_coding
ENSG00000182196,ENSG00000182196.13,protein_coding
ENSG00000069493,ENSG00000069493.15,protein_coding
ENSG00000163513,ENSG00000163513.17,protein_coding
ENSG00000107443,ENSG00000107443.16,protein_coding
ENSG00000141298,ENSG00000141298.19,protein_coding
ENSG00000197912,ENSG00000197912.15,protein_coding
ENSG00000122136,ENSG00000122136.13,protein_coding
ENSG00000274571,ENSG00000274571.4,protein_coding
ENSG00000181322,ENSG00000181322.14,protein_coding
ENSG00000140090,ENSG00000140090.17,protein_coding
ENSG00000167549,ENSG00000167549.18,protein_coding
ENSG00000150967,ENSG00000150967.18,protein_coding
ENSG00000179832,ENSG00000179832.17,protein_coding
ENSG00000111667,ENSG00000111667.13,protein_coding
ENSG00000070761,ENSG00000070761.8,protein_coding
ENSG00000176927,ENSG00000176927.15,protein_coding
ENSG00000178498,ENSG00000178498.16,protein_coding
ENSG00000176244,ENSG00000176244.7,protein_coding
ENSG00000070770,ENSG00000070770.9,protein_coding
ENSG00000168792,ENSG00000168792.5,protein_coding
ENSG00000167543,ENSG00000167543.16,protein_coding
ENSG00000122133,ENSG00000122133.17,protein_coding
ENSG00000152464,ENSG00000152464.15,protein_coding
ENSG00000006607,ENSG00000006607.14,protein_coding
ENSG00000152465,ENSG00000152465.18,protein_coding
ENSG00000198720,ENSG00000198720.13,protein_coding
ENSG00000111325,ENSG00000111325.16,protein_coding
ENSG00000187908,ENSG00000187908.19,protein_coding
ENSG00000187791,ENSG00000187791.13,protein_coding
ENSG00000165194,ENSG00000165194.15,protein_coding
ENSG00000132196,ENSG00000132196.14,protein_coding
ENSG00000115694,ENSG00000115694.15,protein_coding
ENSG00000000005,ENSG00000000005.6,protein_coding
ENSG00000144644,ENSG00000144644.14,protein_coding
ENSG00000287908,ENSG00000287908.1,protein_coding
ENSG00000135454,ENSG00000135454.14,protein_coding
ENSG00000185088,ENSG00000185088.14,protein_coding
ENSG00000103642,ENSG00000103642.12,protein_coding
ENSG00000156639,ENSG00000156639.12,protein_coding
ENSG00000135502,ENSG00000135502.18,protein_coding
ENSG00000077044,ENSG00000077044.10,protein_coding
ENSG00000240771,ENSG00000240771.8,protein_coding
ENSG00000000003,ENSG00000000003.14,protein_coding
ENSG00000090975,ENSG00000090975.12,protein_coding
ENSG00000236543,ENSG00000236543.2,protein_coding
ENSG00000204007,ENSG00000204007.6,protein_coding
ENSG00000148386,ENSG00000148386.9,protein_coding
ENSG00000261236,ENSG00000261236.8,protein_coding
ENSG00000185860,ENSG00000185860.13,protein_coding
ENSG00000260428,ENSG00000260428.3,protein_coding
ENSG00000165643,ENSG00000165643.10,protein_coding
ENSG00000103021,ENSG00000103021.9,protein_coding
ENSG00000111328,ENSG00000111328.7,protein_coding
ENSG00000176095,ENSG00000176095.12,protein_coding
ENSG00000184293,ENSG00000184293.7,protein_coding
ENSG00000103023,ENSG00000103023.11,protein_coding
ENSG00000122733,ENSG00000122733.12,protein_coding
ENSG00000051825,ENSG00000051825.14,protein_coding
ENSG00000197746,ENSG00000197746.14,protein_coding
ENSG00000107890,ENSG00000107890.16,protein_coding
ENSG00000100599,ENSG00000100599.16,protein_coding
ENSG00000095585,ENSG00000095585.16,protein_coding
ENSG00000228278,ENSG00000228278.4,protein_coding
ENSG00000110848,ENSG00000110848.8,protein_coding
ENSG00000229314,ENSG00000229314.5,protein_coding
ENSG00000187492,ENSG00000187492.9,protein_coding
ENSG00000157060,ENSG00000157060.16,protein_coding
ENSG00000130921,ENSG00000130921.7,protein_coding
ENSG00000111142,ENSG00000111142.14,protein_coding
ENSG00000122863,ENSG00000122863.6,protein_coding
ENSG00000177853,ENSG00000177853.14,protein_coding
ENSG00000185614,ENSG00000185614.5,protein_coding
ENSG00000165092,ENSG00000165092.13,protein_coding
ENSG00000109794,ENSG00000109794.13,protein_coding
ENSG00000139697,ENSG00000139697.14,protein_coding
ENSG00000107742,ENSG00000107742.13,protein_coding
ENSG00000183955,ENSG00000183955.13,protein_coding
ENSG00000185000,ENSG00000185000.12,protein_coding
ENSG00000150045,ENSG00000150045.12,protein_coding
ENSG00000158186,ENSG00000158186.13,protein_coding
ENSG00000150977,ENSG00000150977.10,protein_coding
ENSG00000188026,ENSG00000188026.13,protein_coding
ENSG00000185122,ENSG00000185122.11,protein_coding
ENSG00000183808,ENSG00000183808.11,protein_coding
ENSG00000185900,ENSG00000185900.9,protein_coding
ENSG00000184209,ENSG00000184209.14,protein_coding
ENSG00000136014,ENSG00000136014.12,protein_coding
ENSG00000188343,ENSG00000188343.12,protein_coding
ENSG00000177383,ENSG00000177383.4,protein_coding
ENSG00000110852,ENSG00000110852.4,protein_coding
ENSG00000163527,ENSG00000163527.9,protein_coding
ENSG00000135862,ENSG00000135862.6,protein_coding
ENSG00000086598,ENSG00000086598.11,protein_coding
ENSG00000107447,ENSG00000107447.8,protein_coding
ENSG00000074527,ENSG00000074527.12,protein_coding
ENSG00000256797,ENSG00000256797.1,protein_coding
ENSG00000188393,ENSG00000188393.8,protein_coding
ENSG00000117152,ENSG00000117152.13,protein_coding
ENSG00000196776,ENSG00000196776.16,protein_coding
ENSG00000181938,ENSG00000181938.13,protein_coding
ENSG00000197430,ENSG00000197430.11,protein_coding
ENSG00000158220,ENSG00000158220.14,protein_coding
ENSG00000182179,ENSG00000182179.13,protein_coding
ENSG00000172322,ENSG00000172322.14,protein_coding
ENSG00000137094,ENSG00000137094.14,protein_coding
ENSG00000286135,ENSG00000286135.1,protein_coding
ENSG00000183559,ENSG00000183559.11,protein_coding
ENSG00000114446,ENSG00000114446.5,protein_coding
ENSG00000256660,ENSG00000256660.6,protein_coding
ENSG00000261678,ENSG00000261678.3,protein_coding
ENSG00000165682,ENSG00000165682.14,protein_coding
ENSG00000111358,ENSG00000111358.14,protein_coding
ENSG00000168079,ENSG00000168079.17,protein_coding
ENSG00000139219,ENSG00000139219.19,protein_coding
ENSG00000165972,ENSG00000165972.13,protein_coding
ENSG00000135046,ENSG00000135046.14,protein_coding
ENSG00000139343,ENSG00000139343.10,protein_coding
ENSG00000261587,ENSG00000261587.2,protein_coding
ENSG00000174038,ENSG00000174038.13,protein_coding
ENSG00000185803,ENSG00000185803.10,protein_coding
ENSG00000138161,ENSG00000138161.14,protein_coding
ENSG00000213185,ENSG00000213185.7,protein_coding
ENSG00000165102,ENSG00000165102.15,protein_coding
ENSG00000271698,ENSG00000271698.1,protein_coding
ENSG00000286088,ENSG00000286088.1,protein_coding
ENSG00000111361,ENSG00000111361.12,protein_coding
ENSG00000182325,ENSG00000182325.11,protein_coding
ENSG00000139344,ENSG00000139344.8,protein_coding
ENSG00000106948,ENSG00000106948.16,protein_coding
ENSG00000111364,ENSG00000111364.16,protein_coding
ENSG00000143248,ENSG00000143248.13,protein_coding
ENSG00000058085,ENSG00000058085.14,protein_coding
ENSG00000095587,ENSG00000095587.9,protein_coding
ENSG00000114107,ENSG00000114107.9,protein_coding
ENSG00000143228,ENSG00000143228.13,protein_coding
ENSG00000114455,ENSG00000114455.13,protein_coding
ENSG00000203795,ENSG00000203795.2,protein_coding
ENSG00000156931,ENSG00000156931.15,protein_coding
ENSG00000135506,ENSG00000135506.16,protein_coding
ENSG00000095574,ENSG00000095574.11,protein_coding
ENSG00000136758,ENSG00000136758.18,protein_coding
ENSG00000179988,ENSG00000179988.14,protein_coding
ENSG00000085982,ENSG00000085982.13,protein_coding
ENSG00000119965,ENSG00000119965.13,protein_coding
ENSG00000084110,ENSG00000084110.11,protein_coding
ENSG00000187068,ENSG00000187068.3,protein_coding
ENSG00000189233,ENSG00000189233.12,protein_coding
ENSG00000113790,ENSG00000113790.11,protein_coding
ENSG00000145476,ENSG00000145476.16,protein_coding
ENSG00000073803,ENSG00000073803.14,protein_coding
ENSG00000120539,ENSG00000120539.14,protein_coding
ENSG00000164344,ENSG00000164344.16,protein_coding
ENSG00000158234,ENSG00000158234.12,protein_coding
ENSG00000144821,ENSG00000144821.9,protein_coding
ENSG00000163900,ENSG00000163900.11,protein_coding
ENSG00000197385,ENSG00000197385.5,protein_coding
ENSG00000077147,ENSG00000077147.16,protein_coding
ENSG00000144645,ENSG00000144645.13,protein_coding
ENSG00000198963,ENSG00000198963.11,protein_coding
ENSG00000163898,ENSG00000163898.10,protein_coding
